fecha_transaccion,id_sim,fecha_activacion,tipo_transaccion,id_vendedor,precio_de_venta,bodega,id_company,costo_venta
2023-04-17,7708.0,2022-12-01,recarga,-555.0,500.0,4.0,-888.0,500.0
2023-02-10,6267.0,1900-09-24,Transaccion Nula,34.0,500.0,3.0,1.0,30.0
1900-09-24,2631.0,2022-12-14,recarga,35.0,50.0,-777.0,-888.0,500.0
2023-02-11,3355.0,2022-09-07,recarga,22.0,-666.0,3.0,1.0,230.0
2023-01-31,9892.0,2022-09-01,recarga,1.0,50.0,4.0,1.0,100.0
2023-04-06,9719.0,2023-04-06,recarga,36.0,50.0,3.0,-888.0,100.0
2023-01-25,6490.0,2023-01-25,recarga,1.0,5000.0,1.0,1.0,30.0
2023-01-26,9782.0,2022-11-30,recarga,45.0,500.0,4.0,1.0,230.0
2023-02-17,8586.0,2023-01-09,alta,34.0,500.0,4.0,1.0,100.0
2023-03-14,6191.0,2022-12-19,recarga,4.0,200.0,4.0,1.0,30.0
2023-03-05,9214.0,2023-03-05,recarga,-555.0,5000.0,3.0,-888.0,200.0
2023-02-17,7191.0,2022-11-29,alta,11.0,50.0,5.0,1.0,-999.0
2023-03-28,7602.0,2022-08-28,alta,3.0,-666.0,3.0,1.0,200.0
2023-03-22,8183.0,2023-03-22,alta,19.0,500.0,5.0,-888.0,500.0
2023-01-15,4016.0,2022-08-26,recarga,43.0,100.0,5.0,1.0,230.0
2023-05-17,9521.0,2022-09-30,alta,7.0,5000.0,1.0,1.0,500.0
2023-01-16,2025.0,2022-10-24,alta,10.0,500.0,4.0,1.0,230.0
2023-04-18,8146.0,2023-01-18,alta,49.0,100.0,4.0,1.0,-999.0
2023-03-20,5012.0,2022-10-16,recarga,30.0,5000.0,1.0,-888.0,200.0
2023-05-25,1776.0,2022-10-24,recarga,30.0,500.0,2.0,1.0,30.0
2023-04-18,-222.0,2022-11-28,Transaccion Nula,41.0,5000.0,2.0,1.0,30.0
2023-02-25,-222.0,2023-02-25,recarga,11.0,100.0,1.0,1.0,500.0
2023-01-07,4822.0,2023-01-07,Transaccion Nula,37.0,100.0,5.0,1.0,30.0
2023-02-20,4084.0,1900-09-24,alta,45.0,50.0,2.0,1.0,30.0
2023-04-27,6454.0,2023-03-03,alta,-555.0,100.0,3.0,1.0,100.0
2023-02-14,5659.0,2022-10-19,alta,36.0,50.0,4.0,1.0,500.0
1900-09-24,7715.0,1900-09-24,recarga,36.0,-666.0,-777.0,-888.0,100.0
2023-03-26,2530.0,2022-09-08,alta,41.0,100.0,2.0,1.0,100.0
2023-05-13,7918.0,2022-10-17,alta,17.0,50.0,1.0,1.0,500.0
2023-05-12,9063.0,2023-02-13,recarga,21.0,5000.0,2.0,1.0,-999.0
1900-09-24,8855.0,2022-08-11,alta,45.0,500.0,1.0,1.0,30.0
2023-02-19,7502.0,2023-02-19,alta,9.0,100.0,3.0,1.0,230.0
2023-05-13,4984.0,2022-12-08,recarga,20.0,5000.0,-777.0,1.0,100.0
2023-05-26,3843.0,2022-08-06,Transaccion Nula,-555.0,100.0,1.0,-888.0,100.0
2023-05-08,5993.0,2022-10-04,recarga,30.0,200.0,2.0,1.0,230.0
2023-04-22,3380.0,2023-01-09,alta,13.0,-666.0,5.0,1.0,200.0
2023-02-04,2697.0,2023-01-28,alta,8.0,5000.0,3.0,1.0,200.0
2023-03-02,2201.0,2023-03-02,alta,42.0,-666.0,4.0,1.0,30.0
2023-05-06,5308.0,2023-05-06,recarga,24.0,50.0,2.0,-888.0,500.0
2023-05-16,3303.0,2023-05-04,recarga,8.0,100.0,1.0,1.0,100.0
2023-04-20,4368.0,2023-01-03,recarga,21.0,200.0,-777.0,1.0,200.0
2023-04-03,9670.0,2022-10-18,alta,-555.0,200.0,2.0,1.0,200.0
2023-03-31,9168.0,2022-08-25,alta,40.0,500.0,-777.0,-888.0,-999.0
2023-02-20,1078.0,2022-10-18,alta,-555.0,5000.0,5.0,1.0,200.0
2023-02-26,3647.0,2023-02-26,recarga,46.0,200.0,1.0,1.0,200.0
2023-05-07,1020.0,2022-11-26,recarga,40.0,-666.0,3.0,1.0,-999.0
2023-03-06,9337.0,2022-11-12,recarga,33.0,200.0,3.0,1.0,30.0
2023-01-08,1012.0,2022-09-05,Transaccion Nula,-555.0,-666.0,2.0,1.0,230.0
2023-01-16,7087.0,2022-09-22,recarga,-555.0,-666.0,5.0,1.0,200.0
2023-05-27,3491.0,2022-11-12,recarga,28.0,50.0,2.0,1.0,30.0
1900-09-24,1572.0,2022-08-30,Transaccion Nula,45.0,500.0,3.0,1.0,100.0
2023-05-02,8670.0,1900-09-24,recarga,23.0,100.0,2.0,1.0,500.0
2023-05-21,5102.0,2022-12-11,Transaccion Nula,4.0,100.0,2.0,1.0,100.0
1900-09-24,8085.0,2022-12-01,alta,46.0,50.0,5.0,1.0,100.0
2023-03-18,1035.0,2022-12-08,recarga,13.0,5000.0,1.0,1.0,230.0
2023-05-06,8880.0,1900-09-24,alta,25.0,500.0,3.0,1.0,500.0
2023-04-17,9746.0,2022-10-31,recarga,19.0,-666.0,-777.0,1.0,500.0
2023-04-24,5528.0,2022-11-27,alta,50.0,50.0,2.0,1.0,30.0
2023-05-14,9408.0,2022-09-25,alta,2.0,5000.0,2.0,-888.0,500.0
2023-02-02,7450.0,2023-02-02,recarga,12.0,5000.0,2.0,1.0,30.0
2023-02-28,7018.0,2023-01-23,alta,17.0,50.0,1.0,1.0,-999.0
2023-05-29,7297.0,2023-04-08,recarga,32.0,-666.0,3.0,1.0,500.0
2023-05-23,7138.0,2023-05-07,Transaccion Nula,25.0,200.0,3.0,-888.0,500.0
2023-02-18,-222.0,2023-02-18,recarga,42.0,-666.0,-777.0,1.0,200.0
2023-04-22,2331.0,2022-12-08,alta,44.0,200.0,5.0,1.0,-999.0
2023-03-18,2968.0,2023-01-31,recarga,42.0,5000.0,3.0,1.0,500.0
2023-05-24,6996.0,2023-05-23,alta,-555.0,50.0,4.0,1.0,200.0
2023-02-25,5112.0,2023-02-25,recarga,28.0,500.0,1.0,1.0,30.0
2023-04-11,2761.0,2022-12-09,recarga,6.0,100.0,5.0,-888.0,-999.0
2023-03-26,3140.0,2023-03-26,recarga,14.0,200.0,1.0,1.0,200.0
2023-02-09,3598.0,2023-01-16,alta,42.0,50.0,3.0,1.0,500.0
2023-01-17,9864.0,2023-01-17,alta,7.0,5000.0,1.0,-888.0,200.0
2023-03-27,3275.0,1900-09-24,recarga,25.0,50.0,4.0,1.0,100.0
2023-01-21,3024.0,2023-01-21,recarga,37.0,200.0,1.0,1.0,500.0
1900-09-24,6439.0,2022-08-11,alta,3.0,5000.0,2.0,-888.0,500.0
2023-04-03,1720.0,2023-03-26,recarga,36.0,-666.0,3.0,1.0,30.0
2023-05-22,4290.0,2023-03-01,recarga,2.0,5000.0,5.0,1.0,500.0
2023-03-19,4948.0,2022-08-18,alta,36.0,50.0,5.0,1.0,-999.0
2023-01-25,2321.0,2022-08-06,recarga,17.0,200.0,2.0,1.0,500.0
2023-01-17,1208.0,2023-01-17,alta,4.0,100.0,2.0,-888.0,-999.0
2023-01-21,9195.0,2023-01-21,Transaccion Nula,25.0,5000.0,4.0,1.0,100.0
2023-04-03,7334.0,2022-11-09,alta,34.0,-666.0,4.0,1.0,30.0
2023-05-20,8617.0,2023-04-15,recarga,4.0,100.0,4.0,1.0,30.0
1900-09-24,7182.0,2023-01-12,recarga,-555.0,200.0,1.0,-888.0,30.0
2023-05-18,4014.0,2022-08-01,alta,49.0,500.0,4.0,1.0,230.0
2023-03-13,3645.0,1900-09-24,alta,2.0,200.0,3.0,1.0,100.0
2023-04-10,5996.0,2023-01-26,recarga,38.0,-666.0,3.0,-888.0,230.0
2023-05-27,7739.0,2022-12-30,recarga,-555.0,5000.0,3.0,1.0,200.0
2023-02-23,6692.0,1900-09-24,alta,35.0,5000.0,4.0,1.0,500.0
2023-01-09,6211.0,2022-10-24,alta,4.0,50.0,5.0,1.0,200.0
2023-04-30,3200.0,2023-01-12,alta,32.0,-666.0,3.0,1.0,-999.0
2023-03-20,2494.0,2023-03-20,alta,13.0,50.0,1.0,1.0,30.0
2023-01-02,9301.0,2023-01-02,recarga,4.0,50.0,4.0,1.0,230.0
2023-05-28,4801.0,2022-11-27,alta,5.0,200.0,3.0,1.0,230.0
2023-05-29,2170.0,2023-02-26,recarga,12.0,50.0,1.0,1.0,200.0
2023-04-30,1970.0,1900-09-24,recarga,46.0,5000.0,4.0,1.0,100.0
2023-05-18,2571.0,1900-09-24,alta,3.0,5000.0,4.0,1.0,500.0
2023-01-03,1742.0,2022-11-24,alta,48.0,100.0,2.0,1.0,30.0
1900-09-24,7338.0,2022-09-22,recarga,36.0,100.0,5.0,1.0,100.0
1900-09-24,8735.0,2023-01-29,alta,48.0,50.0,3.0,1.0,230.0
2023-01-30,9701.0,2022-10-19,alta,36.0,200.0,4.0,1.0,30.0
2023-04-21,6441.0,2023-04-16,alta,1.0,100.0,4.0,1.0,-999.0
2023-05-27,5142.0,2023-01-27,Transaccion Nula,13.0,200.0,4.0,1.0,500.0
2023-05-18,6651.0,2023-05-18,recarga,10.0,5000.0,2.0,-888.0,30.0
2023-05-22,2990.0,2023-05-22,recarga,40.0,200.0,2.0,1.0,500.0
2023-01-10,1944.0,1900-09-24,alta,-555.0,500.0,-777.0,1.0,500.0
2023-02-23,9139.0,2022-12-06,recarga,20.0,200.0,5.0,1.0,-999.0
2023-04-06,2666.0,2022-08-09,alta,43.0,100.0,3.0,1.0,500.0
2023-01-04,5400.0,2022-09-15,Transaccion Nula,12.0,5000.0,3.0,1.0,100.0
2023-04-18,3431.0,2023-02-08,alta,7.0,500.0,4.0,1.0,30.0
2023-05-27,1107.0,1900-09-24,alta,21.0,50.0,3.0,1.0,230.0
2023-05-16,6229.0,2022-08-02,recarga,41.0,200.0,3.0,-888.0,500.0
2023-04-08,5696.0,2022-11-15,alta,47.0,50.0,2.0,1.0,30.0
2023-04-29,9241.0,2022-11-29,recarga,8.0,500.0,4.0,1.0,30.0
2023-04-10,2239.0,2023-02-06,recarga,11.0,200.0,3.0,1.0,100.0
2023-03-26,6606.0,2023-03-26,alta,49.0,5000.0,1.0,1.0,100.0
2023-02-27,3847.0,2022-10-02,recarga,48.0,50.0,4.0,1.0,200.0
2023-05-08,2231.0,2023-01-02,Transaccion Nula,20.0,5000.0,-777.0,1.0,200.0
2023-03-05,5841.0,2023-03-05,alta,29.0,500.0,-777.0,1.0,100.0
2023-05-10,3176.0,2022-09-09,recarga,-555.0,5000.0,5.0,1.0,-999.0
2023-01-30,2158.0,2023-01-30,recarga,36.0,200.0,4.0,1.0,230.0
2023-05-31,9436.0,1900-09-24,alta,12.0,200.0,5.0,1.0,200.0
1900-09-24,2142.0,2023-02-19,Transaccion Nula,13.0,100.0,1.0,1.0,500.0
2023-02-25,2791.0,2022-08-15,alta,-555.0,-666.0,1.0,1.0,-999.0
2023-04-07,4124.0,2022-08-26,recarga,49.0,500.0,3.0,1.0,30.0
2023-02-12,8184.0,2022-09-20,recarga,21.0,100.0,4.0,1.0,500.0
2023-04-11,8342.0,2022-11-25,alta,1.0,500.0,1.0,1.0,200.0
2023-02-17,8896.0,2022-11-20,alta,32.0,100.0,2.0,1.0,-999.0
2023-04-09,-222.0,2023-04-09,alta,8.0,-666.0,4.0,1.0,230.0
2023-02-08,2528.0,2023-01-22,alta,7.0,-666.0,5.0,1.0,100.0
1900-09-24,-222.0,2022-09-22,alta,21.0,5000.0,5.0,1.0,30.0
2023-01-13,9500.0,2022-12-27,alta,30.0,5000.0,1.0,1.0,500.0
2023-03-14,6362.0,2023-01-07,alta,37.0,-666.0,1.0,1.0,30.0
2023-01-11,1832.0,1900-09-24,Transaccion Nula,4.0,50.0,1.0,1.0,500.0
2023-02-16,3716.0,2022-12-11,recarga,-555.0,500.0,1.0,1.0,230.0
1900-09-24,8394.0,1900-09-24,recarga,-555.0,5000.0,2.0,1.0,200.0
2023-01-20,7035.0,2022-10-29,Transaccion Nula,30.0,5000.0,3.0,1.0,200.0
2023-03-04,6803.0,2022-12-11,recarga,32.0,5000.0,5.0,1.0,30.0
2023-01-22,8554.0,1900-09-24,alta,44.0,50.0,-777.0,1.0,100.0
2023-04-15,9398.0,2023-03-19,alta,32.0,100.0,3.0,1.0,30.0
2023-03-27,9484.0,1900-09-24,Transaccion Nula,45.0,5000.0,5.0,1.0,500.0
2023-03-19,9868.0,2023-01-23,recarga,6.0,500.0,2.0,1.0,230.0
2023-02-25,9014.0,2023-02-25,alta,47.0,200.0,1.0,1.0,200.0
2023-03-29,1764.0,2023-01-25,alta,20.0,50.0,4.0,1.0,500.0
2023-03-31,8839.0,2023-03-31,recarga,20.0,100.0,4.0,1.0,100.0
2023-03-08,1950.0,1900-09-24,recarga,6.0,200.0,5.0,1.0,230.0
1900-09-24,1397.0,2023-01-09,alta,26.0,100.0,2.0,1.0,230.0
2023-01-19,2295.0,2023-01-19,recarga,38.0,200.0,4.0,1.0,230.0
2023-04-10,1654.0,2022-10-28,recarga,9.0,-666.0,4.0,1.0,230.0
2023-01-04,2121.0,2022-08-29,alta,18.0,500.0,3.0,1.0,-999.0
2023-05-16,2225.0,2022-09-05,recarga,28.0,50.0,2.0,1.0,200.0
2023-05-24,7179.0,2023-04-02,recarga,41.0,100.0,5.0,1.0,230.0
2023-01-15,3237.0,2023-01-15,recarga,42.0,200.0,2.0,1.0,230.0
2023-05-20,7637.0,2022-11-26,recarga,34.0,100.0,2.0,-888.0,230.0
1900-09-24,4137.0,2023-04-13,alta,35.0,5000.0,1.0,1.0,230.0
2023-05-04,1185.0,2023-01-25,recarga,18.0,100.0,5.0,1.0,100.0
2023-01-12,3865.0,2022-10-01,recarga,12.0,500.0,4.0,1.0,200.0
2023-04-13,8483.0,2023-04-13,recarga,43.0,5000.0,4.0,1.0,-999.0
1900-09-24,-222.0,2023-02-25,alta,23.0,50.0,2.0,1.0,500.0
2023-04-28,1690.0,2023-04-23,Transaccion Nula,26.0,5000.0,5.0,1.0,100.0
1900-09-24,8214.0,2022-12-13,recarga,14.0,-666.0,5.0,1.0,100.0
2023-04-06,8296.0,2023-03-14,alta,42.0,200.0,4.0,1.0,230.0
2023-04-20,1255.0,2022-10-31,recarga,-555.0,200.0,2.0,1.0,500.0
2023-02-20,2434.0,2023-01-11,alta,27.0,5000.0,-777.0,1.0,100.0
2023-05-09,8655.0,2022-12-06,recarga,50.0,500.0,5.0,1.0,230.0
2023-03-17,9406.0,1900-09-24,alta,-555.0,200.0,-777.0,1.0,230.0
1900-09-24,5200.0,2023-03-07,recarga,27.0,500.0,4.0,1.0,200.0
1900-09-24,5566.0,2023-01-30,Transaccion Nula,37.0,200.0,-777.0,1.0,200.0
2023-02-11,5842.0,2023-02-11,alta,8.0,5000.0,1.0,1.0,100.0
1900-09-24,3359.0,2022-11-06,Transaccion Nula,15.0,50.0,3.0,1.0,200.0
2023-01-08,6182.0,2022-09-30,recarga,33.0,50.0,1.0,1.0,230.0
2023-04-06,7459.0,2022-12-27,recarga,35.0,5000.0,5.0,1.0,200.0
2023-04-22,4087.0,2022-11-07,alta,-555.0,100.0,5.0,1.0,100.0
2023-01-29,7992.0,2023-01-29,alta,19.0,100.0,4.0,1.0,200.0
2023-01-17,5234.0,2022-08-18,recarga,50.0,100.0,2.0,1.0,100.0
2023-02-16,6014.0,2023-02-16,alta,42.0,50.0,2.0,1.0,100.0
2023-04-23,6383.0,1900-09-24,recarga,-555.0,-666.0,4.0,1.0,200.0
2023-03-19,1555.0,2022-08-14,alta,26.0,100.0,4.0,-888.0,30.0
2023-04-29,7282.0,2023-01-24,recarga,50.0,5000.0,3.0,1.0,100.0
2023-04-22,9391.0,2023-03-10,alta,27.0,50.0,1.0,1.0,500.0
2023-03-27,1524.0,2023-03-27,Transaccion Nula,43.0,100.0,-777.0,1.0,30.0
2023-05-06,6777.0,2022-12-19,alta,45.0,50.0,4.0,1.0,30.0
2023-05-14,7957.0,2022-10-22,alta,25.0,200.0,5.0,1.0,-999.0
2023-02-11,1411.0,2023-02-11,alta,19.0,500.0,4.0,1.0,200.0
2023-05-05,8968.0,2023-04-04,recarga,28.0,-666.0,1.0,1.0,100.0
2023-02-21,4162.0,2022-11-24,alta,9.0,100.0,3.0,1.0,230.0
1900-09-24,7249.0,2022-12-22,recarga,20.0,-666.0,4.0,-888.0,230.0
2023-03-07,3156.0,2022-08-18,Transaccion Nula,13.0,100.0,2.0,1.0,200.0
2023-05-20,6683.0,2022-10-26,recarga,25.0,5000.0,-777.0,1.0,230.0
2023-01-13,9162.0,2023-01-02,alta,-555.0,5000.0,5.0,-888.0,230.0
2023-03-18,1480.0,2022-12-25,recarga,20.0,-666.0,1.0,1.0,500.0
1900-09-24,7778.0,2022-11-02,alta,50.0,100.0,5.0,-888.0,230.0
2023-03-24,9144.0,2023-03-24,recarga,29.0,100.0,-777.0,1.0,200.0
2023-05-17,9444.0,2023-01-15,recarga,50.0,-666.0,5.0,1.0,30.0
1900-09-24,1898.0,2023-03-22,recarga,50.0,50.0,1.0,1.0,30.0
2023-02-18,8606.0,2023-02-18,alta,36.0,-666.0,3.0,1.0,30.0
2023-03-22,7139.0,2023-03-03,alta,4.0,50.0,4.0,1.0,500.0
2023-05-07,9906.0,2023-03-24,alta,12.0,100.0,2.0,1.0,100.0
2023-03-20,8358.0,2022-09-03,alta,-555.0,50.0,4.0,1.0,500.0
2023-02-20,2136.0,2023-02-11,recarga,46.0,200.0,-777.0,1.0,230.0
1900-09-24,4866.0,2023-01-08,alta,41.0,50.0,3.0,1.0,230.0
1900-09-24,2770.0,2023-01-18,alta,12.0,500.0,3.0,1.0,230.0
2023-01-23,4345.0,2022-08-18,alta,1.0,5000.0,-777.0,1.0,200.0
2023-04-23,6452.0,2022-10-20,alta,34.0,50.0,-777.0,1.0,230.0
2023-01-08,4474.0,2022-11-13,alta,22.0,100.0,1.0,1.0,500.0
2023-03-31,-222.0,2023-03-18,alta,-555.0,500.0,5.0,1.0,200.0
2023-03-05,-222.0,2023-03-05,recarga,6.0,500.0,5.0,-888.0,200.0
2023-01-05,3506.0,2022-12-23,recarga,44.0,-666.0,-777.0,1.0,100.0
2023-05-13,8746.0,2022-12-22,recarga,17.0,5000.0,3.0,1.0,30.0
2023-02-14,-222.0,2022-10-19,alta,35.0,5000.0,1.0,1.0,500.0
2023-02-07,8859.0,2023-02-07,recarga,34.0,50.0,1.0,1.0,500.0
2023-01-17,8884.0,2022-11-16,recarga,22.0,50.0,4.0,1.0,100.0
2023-02-07,5578.0,2023-01-03,alta,31.0,5000.0,5.0,1.0,30.0
2023-03-09,2245.0,1900-09-24,alta,22.0,5000.0,3.0,1.0,30.0
2023-05-07,6760.0,2022-12-27,alta,48.0,5000.0,3.0,1.0,500.0
2023-05-09,-222.0,2023-05-03,alta,-555.0,5000.0,3.0,1.0,100.0
2023-02-08,7357.0,1900-09-24,recarga,14.0,50.0,1.0,1.0,200.0
2023-01-14,-222.0,2023-01-14,alta,47.0,50.0,1.0,1.0,500.0
2023-01-01,7791.0,2023-01-01,alta,-555.0,5000.0,4.0,1.0,230.0
2023-05-01,6185.0,2023-01-28,recarga,-555.0,50.0,2.0,1.0,500.0
2023-02-11,7907.0,2022-12-22,alta,19.0,-666.0,-777.0,1.0,230.0
1900-09-24,8823.0,2023-02-02,alta,26.0,5000.0,1.0,1.0,30.0
2023-05-06,7564.0,2023-03-14,recarga,7.0,200.0,3.0,1.0,-999.0
2023-03-12,6212.0,2023-03-08,alta,4.0,500.0,4.0,1.0,100.0
2023-02-24,5560.0,2023-02-24,recarga,8.0,-666.0,1.0,1.0,100.0
2023-01-23,9134.0,2023-01-23,recarga,49.0,50.0,-777.0,1.0,500.0
1900-09-24,1522.0,2022-10-27,alta,18.0,500.0,2.0,1.0,200.0
2023-04-18,5679.0,2023-03-16,recarga,49.0,100.0,2.0,1.0,100.0
2023-02-05,-222.0,1900-09-24,alta,25.0,100.0,-777.0,1.0,100.0
1900-09-24,4693.0,2023-01-28,alta,18.0,200.0,3.0,1.0,30.0
2023-01-05,3243.0,2022-08-20,Transaccion Nula,39.0,50.0,2.0,1.0,500.0
2023-02-10,5762.0,2022-12-07,recarga,46.0,5000.0,-777.0,-888.0,100.0
1900-09-24,5058.0,2022-10-21,alta,6.0,5000.0,4.0,1.0,100.0
2023-05-03,8678.0,2023-03-01,recarga,-555.0,500.0,2.0,-888.0,230.0
2023-05-08,1838.0,2023-04-04,recarga,44.0,50.0,-777.0,1.0,200.0
2023-01-14,-222.0,2022-11-01,recarga,32.0,50.0,5.0,1.0,230.0
1900-09-24,-222.0,2023-01-17,recarga,8.0,50.0,-777.0,1.0,200.0
2023-01-28,7342.0,2023-01-19,Transaccion Nula,32.0,100.0,-777.0,1.0,200.0
2023-02-28,-222.0,1900-09-24,alta,1.0,500.0,5.0,1.0,230.0
2023-02-16,7323.0,2023-02-16,recarga,-555.0,5000.0,3.0,1.0,230.0
2023-04-02,7017.0,2022-09-09,recarga,32.0,100.0,2.0,1.0,100.0
2023-01-08,3721.0,2023-01-08,alta,48.0,100.0,3.0,1.0,100.0
1900-09-24,2188.0,1900-09-24,alta,1.0,5000.0,5.0,-888.0,-999.0
2023-01-27,7193.0,2023-01-13,recarga,10.0,100.0,5.0,1.0,200.0
2023-01-09,5270.0,2022-11-08,alta,37.0,200.0,4.0,1.0,200.0
1900-09-24,1824.0,2022-09-24,recarga,43.0,50.0,-777.0,1.0,230.0
2023-03-09,5258.0,2022-10-12,recarga,21.0,100.0,-777.0,1.0,100.0
2023-01-29,6019.0,2022-11-08,alta,20.0,5000.0,5.0,1.0,500.0
2023-05-30,9774.0,2022-09-16,alta,18.0,200.0,5.0,1.0,30.0
2023-05-12,-222.0,2022-08-01,alta,19.0,500.0,3.0,1.0,230.0
2023-05-18,4981.0,2022-08-08,alta,-555.0,500.0,-777.0,-888.0,200.0
2023-03-09,3420.0,2022-09-24,alta,10.0,200.0,5.0,1.0,200.0
2023-01-07,6124.0,1900-09-24,alta,34.0,100.0,5.0,1.0,230.0
2023-03-09,7862.0,2023-02-16,recarga,41.0,50.0,3.0,1.0,100.0
2023-01-26,-222.0,2023-01-26,recarga,44.0,500.0,2.0,1.0,30.0
2023-01-23,7974.0,2023-01-23,recarga,18.0,5000.0,2.0,1.0,200.0
2023-03-27,7093.0,2022-08-18,recarga,7.0,50.0,5.0,1.0,30.0
2023-03-01,9770.0,2022-12-23,Transaccion Nula,10.0,200.0,5.0,-888.0,230.0
1900-09-24,-222.0,2022-09-30,alta,40.0,5000.0,2.0,-888.0,200.0
2023-02-07,-222.0,2023-02-07,alta,17.0,-666.0,-777.0,1.0,200.0
2023-04-04,8125.0,2023-04-04,recarga,20.0,100.0,4.0,1.0,230.0
2023-03-25,8505.0,2022-11-26,alta,5.0,200.0,-777.0,1.0,500.0
2023-04-11,2119.0,2022-08-12,Transaccion Nula,18.0,100.0,-777.0,1.0,500.0
2023-03-19,8822.0,2023-03-19,recarga,14.0,100.0,4.0,1.0,500.0
2023-03-23,3170.0,2023-03-23,recarga,10.0,200.0,1.0,1.0,30.0
2023-03-06,7957.0,2023-02-07,recarga,5.0,500.0,5.0,1.0,-999.0
1900-09-24,8567.0,2023-01-28,recarga,47.0,500.0,3.0,-888.0,500.0
2023-02-15,5254.0,2022-10-20,recarga,26.0,50.0,2.0,1.0,230.0
2023-03-06,6986.0,2023-03-06,alta,10.0,5000.0,1.0,1.0,100.0
2023-04-09,4270.0,2022-11-26,recarga,-555.0,500.0,4.0,1.0,100.0
2023-04-04,8645.0,2022-08-16,recarga,50.0,50.0,5.0,1.0,30.0
2023-03-23,6023.0,2022-11-23,alta,7.0,5000.0,1.0,1.0,500.0
2023-03-30,-222.0,2023-02-13,alta,17.0,-666.0,1.0,1.0,30.0
1900-09-24,4726.0,2022-11-06,alta,27.0,200.0,3.0,1.0,500.0
2023-03-28,7544.0,2022-11-21,Transaccion Nula,18.0,-666.0,2.0,-888.0,500.0
2023-04-23,9823.0,2023-04-23,recarga,1.0,200.0,-777.0,1.0,200.0
2023-01-21,7405.0,2022-10-14,recarga,15.0,200.0,4.0,1.0,30.0
2023-05-04,2429.0,2023-05-04,recarga,44.0,100.0,1.0,1.0,500.0
2023-02-01,4036.0,2022-11-29,alta,7.0,50.0,1.0,1.0,-999.0
1900-09-24,4835.0,2023-05-22,alta,47.0,-666.0,3.0,1.0,200.0
2023-02-21,6944.0,2023-01-09,Transaccion Nula,35.0,500.0,3.0,-888.0,-999.0
2023-01-01,2000.0,2022-08-19,recarga,37.0,50.0,5.0,-888.0,200.0
2023-05-01,9271.0,2023-03-04,recarga,-555.0,100.0,5.0,1.0,30.0
2023-03-19,6100.0,2022-10-08,alta,29.0,200.0,1.0,1.0,200.0
2023-04-20,7739.0,2022-12-25,recarga,43.0,50.0,-777.0,1.0,230.0
1900-09-24,-222.0,2023-02-23,recarga,-555.0,50.0,5.0,-888.0,500.0
2023-03-26,-222.0,2022-08-01,alta,43.0,200.0,4.0,1.0,200.0
2023-02-28,9575.0,2022-12-18,alta,-555.0,200.0,4.0,1.0,500.0
2023-04-21,3787.0,2023-01-23,alta,3.0,500.0,2.0,1.0,100.0
2023-05-15,7730.0,2023-01-03,alta,17.0,100.0,5.0,1.0,500.0
2023-03-18,4994.0,2023-03-18,alta,14.0,500.0,3.0,1.0,230.0
2023-03-26,4351.0,2022-10-16,alta,15.0,200.0,5.0,1.0,230.0
2023-02-14,5248.0,2023-01-30,alta,27.0,500.0,-777.0,1.0,100.0
2023-04-13,4422.0,2022-08-27,Transaccion Nula,17.0,50.0,1.0,1.0,230.0
2023-05-25,3133.0,2023-05-06,alta,-555.0,50.0,4.0,1.0,230.0
1900-09-24,8731.0,2023-03-26,recarga,15.0,100.0,3.0,1.0,-999.0
1900-09-24,9067.0,2023-05-04,alta,34.0,5000.0,-777.0,1.0,-999.0
2023-01-06,1269.0,2023-01-06,alta,26.0,50.0,-777.0,1.0,500.0
1900-09-24,-222.0,2023-02-09,alta,34.0,-666.0,2.0,-888.0,200.0
2023-04-10,-222.0,1900-09-24,recarga,30.0,-666.0,1.0,1.0,30.0
2023-04-17,2613.0,2022-11-12,recarga,44.0,5000.0,1.0,-888.0,500.0
2023-01-18,1496.0,2022-08-28,alta,37.0,-666.0,1.0,1.0,30.0
1900-09-24,-222.0,2023-04-01,alta,41.0,50.0,3.0,1.0,30.0
2023-01-10,-222.0,2022-12-14,recarga,45.0,5000.0,5.0,1.0,30.0
2023-03-17,3254.0,2023-03-01,recarga,33.0,5000.0,4.0,1.0,230.0
2023-01-18,3227.0,2023-01-18,recarga,37.0,5000.0,4.0,1.0,200.0
2023-02-10,6565.0,2023-02-10,recarga,5.0,100.0,1.0,1.0,30.0
2023-05-30,8665.0,2023-02-25,recarga,7.0,500.0,4.0,1.0,-999.0
2023-05-24,1765.0,1900-09-24,Transaccion Nula,17.0,100.0,4.0,1.0,30.0
2023-05-21,1661.0,2023-03-17,alta,26.0,5000.0,3.0,1.0,500.0
2023-01-06,7744.0,2022-08-09,recarga,50.0,-666.0,4.0,1.0,230.0
2023-04-15,1341.0,2022-09-17,alta,13.0,5000.0,1.0,1.0,230.0
2023-04-09,2637.0,2022-12-15,recarga,24.0,100.0,3.0,1.0,30.0
2023-05-29,1043.0,2022-10-08,recarga,4.0,-666.0,1.0,1.0,230.0
2023-05-20,-222.0,2023-02-14,alta,38.0,500.0,1.0,1.0,100.0
2023-03-31,2513.0,2023-02-10,alta,35.0,500.0,5.0,1.0,30.0
2023-02-01,5932.0,2022-08-04,recarga,-555.0,50.0,4.0,1.0,30.0
2023-02-02,1709.0,2023-02-02,alta,28.0,5000.0,1.0,1.0,200.0
